Key,Type,Desc,English,French,Russian,German,Korean,Chinese,Indonesian,Italian,Japanese,Persian,Romanian,Thai,Spanish,Turkish,Vietnamese,Polish,Arabic,Czech,Portuguese (Brazil)
Events/BuildComplete,Text,,{0} construction completed,[i2auto]{0} a achevé la construction,[i2auto]{0} строительство закончено,[i2auto]{0} Bau abgeschlossen,[i2auto]{0} 구성 완료,[i2auto]{0}建设完成,[i2auto]{0} konstruksi selesai,[i2auto]{0} costruzione terminata,[i2auto]{0}工事完了,[i2auto]{0} ساخت و ساز کامل,[i2auto]{0} constructie finalizat,[i2auto]{0} ก่อสร้างเสร็จสมบูรณ์,[i2auto]{0} obra nueva terminada,[i2auto]{0} inşaatı tamamlanmış,[i2auto]{0} xây dựng hoàn thành,[i2auto]{0} Budowa zakończona,[i2auto]{0} الانتهاء من تشييد,[i2auto]{0} stavba dokončena,[i2auto]{0} construção concluída
Events/UpgCompleted,Text,,{0} upgrade completed,[i2auto]{0} Mise à jour complete,[i2auto]{0} апгрейд завершен,[i2auto]{0} Aktualisierung beendet,[i2auto]{0} 완료 업그레이드,[i2auto]{0}升级完成,[i2auto]{0} Upgrade selesai,[i2auto]{0} Aggiornamento completato,[i2auto]{0}完了アップグレード,[i2auto]{0} روزرسانی کامل,[i2auto]{0} de upgrade finalizat,[i2auto]{0} อัพเกรดเสร็จสมบูรณ์,[i2auto]{0} upgrade completado,[i2auto]{0} tamamlandı yükseltmesi,[i2auto]{0} nâng cấp hoàn thành,[i2auto]{0} na lepszy zakończone,[i2auto]{0} ترقية الانتهاء,[i2auto]{0} nadstavby dokončeno,{0} melhoria foi concluída
Events/ObjFailed,Text,,objective failed - {0} ,[i2auto]objectif échoué - {0},[i2auto]Цель не удалось - {0},[i2auto]Ziel gescheitert - {0},[i2auto]목표 실패 - {0},[i2auto]客观的失败 -  {0},[i2auto]Tujuan gagal - {0},[i2auto]Obiettivo fallito - {0},[i2auto]目的は、失敗しました -  {0},[i2auto]هدف شکست خورده - {0},[i2auto]Obiectivul nu a reușit - {0},[i2auto]วัตถุประสงค์ล้มเหลว - {0},[i2auto]objetivo fallido - {0},[i2auto]objektif başarısız - {0},[i2auto]Mục tiêu thất bại - {0},[i2auto]Cel udało - {0},[i2auto]الهدف فشلت - {0},[i2auto]Cílem selhalo - {0},[i2auto]objectivo falhou - {0}
Preferences/Music,Text,,[i2auto]Music,[i2auto]Musical,[i2auto]Музыка,[i2auto]Musik-,[i2auto]음악,[i2auto]音乐,[i2auto]Musik,[i2auto]Musica,[i2auto]楽曲,[i2auto]موسیقی,[i2auto]Muzică,[i2auto]เพลง,[i2auto]Música,[i2auto]Müzik,[i2auto]Âm nhạc,[i2auto]Muzyka,[i2auto]موسيقى,[i2auto]Muzika,[i2auto]Música
Preferences/All Sounds,Text,,[i2auto]All Sounds,[i2auto]Tous les sons,[i2auto]Все звуки,[i2auto]Alle Sounds,[i2auto]모든 소리,[i2auto]所有的声音,[i2auto]Semua Suara,[i2auto]Tutti i suoni,[i2auto]すべてのサウンド,[i2auto]همه برای تلفن های موبایل,[i2auto]Toate Sunete,[i2auto]เสียงทั้งหมด,[i2auto]Todos los Sonidos,[i2auto]Tüm Sesler,[i2auto]Tất cả hình ảnh,[i2auto]Wszystkie Dźwięki,[i2auto]جميع تأثيرات صوتية,[i2auto]Všechny zvuky,[i2auto]Todos os Sons
Preferences/Double Click Speed,Text,,double click,[i2auto]double-cliquez,[i2auto]Двойной клик,[i2auto]Doppelklick,[i2auto]더블 클릭,[i2auto]双击,[i2auto]klik dua kali,[i2auto]doppio click,[i2auto]ダブルクリック,[i2auto]دوبار کلیک کنید,[i2auto]dublu click,[i2auto]ดับเบิลคลิก,[i2auto]haga doble clic,[i2auto]çift ​​tıklama,[i2auto]nhấn đúp chuột,[i2auto]podwójne kliknięcie,[i2auto]انقر مرتين,[i2auto]dvojklikem,Velocidade Clique duplo
Preferences/Sound FX,Text,,[i2auto]Sound effects,[i2auto]Effets sonores,[i2auto]Звуковые эффекты,[i2auto]Klangeffekte,[i2auto]음향 효과,[i2auto]声音特效,[i2auto]Efek suara,[i2auto]Effetti sonori,[i2auto]音響効果,[i2auto]جلوه های صوتی,[i2auto]Efecte de sunet,[i2auto]เสียงประกอบ,[i2auto]Efectos de sonido,[i2auto]Ses efektleri,[i2auto]Hiệu ứng âm thanh,[i2auto]Efekty dźwiękowe,[i2auto]مؤثرات صوتية,[i2auto]Zvukové efekty,Efeitos Sonoros
Preferences/Sound,Text,,Audio,[i2auto]Acoustique,[i2auto]Звуковой,[i2auto]Audio-,[i2auto]오디오,[i2auto]音频,[i2auto]Audio,[i2auto]Audio,[i2auto]オーディオ,[i2auto]صوتی,[i2auto]Audio,[i2auto]เสียง,[i2auto]Audio,[i2auto]Ses,[i2auto]Âm thanh,[i2auto]Audio,[i2auto]سمعي,[i2auto]Audio,Sons
Preferences/Scroll Speed,Text,,scrolling,[i2auto]défilement,[i2auto]прокрутки,[i2auto]Scrollen,[i2auto]스크롤,[i2auto]滚动,[i2auto]bergulir,[i2auto]scrolling,[i2auto]スクローリング,[i2auto]پیمایش,[i2auto]defilare,[i2auto]เลื่อน,[i2auto]desplazamiento,[i2auto]kaydırma,[i2auto]cuộn,[i2auto]przewijanie,[i2auto]التمرير,[i2auto]rolování,Velocidade de rolagem
Tutorial/title111,Text,,Tutorial,[i2auto]Tutorial,[i2auto]Руководство,[i2auto]Lernprogramm,[i2auto]자습서,[i2auto]教程,[i2auto]Tutorial,[i2auto]Tutorial,[i2auto]個人指導,[i2auto]آموزش,[i2auto]Tutorial,[i2auto]กวดวิชา,[i2auto]Clase particular,[i2auto]Öğretici,[i2auto]Hướng dẫn,[i2auto]Samouczek,[i2auto]البرنامج التعليمي,[i2auto]Výukový program,[i2auto]Tutorial
Tutorial/text111,Text,,"learn to use your powers, control your people, and lead them to perpetuation.

follow each step carefully, feel free to review any instructions, before going into real battle!",[i2auto]"""apprendre à utiliser vos pouvoirs, contrôler votre peuple, et les conduire à la perpétuation.

suivez attentivement chaque étape, se sentir libre d'examiner toutes les instructions, avant d'aller en vraie bataille!""",[i2auto]"""научиться использовать свои полномочия, контролировать свой народ, и привести их к увековечению.

следить за каждым шагом тщательно, не стесняйтесь рассматривать любые инструкции, прежде чем в реальном бою!""",[i2auto]"""lernen, Ihre Kräfte zu nutzen, kontrollieren Sie Ihre Mitarbeiter und führen sie zum Fortbestand.

Folgen Sie jedem Schritt sorgfältig, können Sie einen Überblick über alle Anweisungen, bevor sie in wirkliche Schlacht!""",[i2auto]"""당신의 능력을 사용하여 사람을 제어하고 영속하는 그들을 인도하는 법을 배워야.

신중하게 각 단계를 따라, 실제 전투에 가기 전에, 어떤 지침을 검토 주시기 바랍니다!""",[i2auto]"""学会使用你的权力，控制你的人，并带领他们延续。

仔细按照每一个步骤，随意查看任何说明，才能进入真正的战斗！""",[i2auto]"""belajar menggunakan kekuatan Anda, mengontrol orang-orang Anda, dan memimpin mereka untuk pelestarian.

ikuti setiap langkah hati-hati, jangan ragu untuk meninjau petunjuk apapun, sebelum masuk ke pertempuran nyata!""",[i2auto]"""imparare ad usare i tuoi poteri, controllare il tuo popolo, e condurli alla perpetuazione.

seguire ogni passo con attenzione, non esitate a rivedere tutte le istruzioni, prima di andare in vera battaglia!""",[i2auto]"""、あなたの力を使用するあなたの人々を制御し、永続化するためにそれらを導くことを学びます。

本当の戦いに入る前に、いずれかの手順を確認すること自由に感じ、慎重に各ステップに従ってください！""",[i2auto]"""یادگیری به استفاده از قدرت خود را، کنترل مردم خود را، و هدایت آنها به تداوم.

هر مرحله را به دقت دنبال، احساس رایگان برای بررسی هر گونه دستورالعمل، قبل از رفتن به نبرد واقعی!""",[i2auto]"""învăța să folosească puterile, controla oamenii voștri, și să le conducă la perpetuarea.

urmați fiecare pas cu atentie, nu ezitați să revizuiască orice instrucțiuni, înainte de a merge în luptă real!""",[i2auto]"""เรียนรู้ที่จะใช้อำนาจของคุณควบคุมคนของคุณและนำพวกเขาไปเป็นอมตะ

ทำตามขั้นตอนอย่างรอบคอบแต่ละรู้สึกฟรีเพื่อตรวจสอบคำแนะนำใด ๆ ก่อนที่จะเข้าสู่การต่อสู้ที่แท้จริง!""",[i2auto]"""aprender a usar sus poderes, el control de tu pueblo, y llevarlos a la perpetuación.

seguir cada paso cuidadosamente, no dude en revisar las instrucciones, antes de entrar en batalla real!""",[i2auto]""", yetkileri kullanmak için insanları kontrol ve devamına onlara yol öğrenirler.

her adımı dikkatle takip gerçek savaşa girmeden önce, herhangi bir talimat yorumlayan çekinmeyin!""",[i2auto]"""học cách sử dụng quyền hạn của mình, kiểm soát người của bạn, và dẫn họ đến vĩnh cửu.

làm theo từng bước một cách cẩn thận, cảm thấy miễn phí để xem xét bất kỳ hướng dẫn, trước khi đi vào trận chiến thực sự!""",[i2auto]"""nauczyć się korzystać z uprawnień, kontrolować ludzi i doprowadzić ich do uwiecznienia.

uważnie śledzić każdy krok, zachęcamy do przeglądu żadnych instrukcji, przed udaniem się do prawdziwej bitwy!""",[i2auto]"""تعلم كيفية استخدام الصلاحيات الخاصة بك، والسيطرة على شعبك، ويقودهم إلى استمراريتها.

اتبع كل خطوة بعناية، لا تتردد في مراجعة أي تعليمات، قبل الذهاب إلى المعركة الحقيقية!""",[i2auto]"""naučit se používat své schopnosti, ovládat své lidi a vést je k zachovávání.

sledovat každý krok pečlivě, neváhejte, aby přezkoumal veškeré pokyny, dříve jít do skutečné bitvy!""","aprenda a usar seus poderes, controlar o seu povo, e levá-los a perpetuação.

siga cada passo com cuidado, sinta-se livre para rever todas as instruções, antes de entrar em batalha real!"
Tutorial/text112,Text,,"The interactive interface provides information from resources, groups, minimap and action buttons.

Use the menu of options to adjust screen touch sensibility.",[i2auto]"""L'interface interactive fournit des informations à partir de ressources, groupes, minicarte et d'action boutons.

Utilisez le menu d'options pour ajuster l'écran tactile sensibilité.""",[i2auto]"""Интерактивный интерфейс предоставляет информацию из ресурсов, групп, миникарты и действий кнопок.

Используйте меню опций для настройки сенсорного экрана чувствительность.""",[i2auto]"""Die interaktive Schnittstelle bietet Informationen aus Quellen, Gruppen, Minikarte und Aktionstasten.

Verwenden Sie das Menü von Optionen auf dem Bildschirm berühren Empfindlichkeit einzustellen.""",[i2auto]"""대화 형 인터페이스는 자원, 그룹, 미니 맵과 행동 버튼에서 정보를 제공합니다.

화면 터치 감도를 조정하는 옵션의 메뉴를 사용합니다.""",[i2auto]"""在人机交互界面的资源，组，微缩和操作按钮提供相关信息。

使用选项菜单调节屏幕的触摸灵敏度。""",[i2auto]"""Antarmuka interaktif memberikan informasi dari sumber, kelompok, minimap dan tindakan tombol.

Gunakan menu pilihan untuk menyesuaikan layar sentuh sensibilitas.""","L'interfaccia interattiva fornisce informazioni dai risorse, i gruppi, minimappa e pulsanti di azione.

Utilizzare il menu di opzioni per regolare la sensibilità touch screen.",[i2auto]"""対話型インタフェースは、リソース、グループ、ミニマップとアクションボタンからの情報を提供します。

画面タッチ感度を調整するためのオプションのメニューを使用します。""",[i2auto]"""رابط کاربری تعاملی اطلاعات از منابع، گروه ها، minimap کنید و دکمه فعال فراهم می کند.

با استفاده از منوی گزینه برای تنظیم صفحه نمایش لمسی حساسیت.""",[i2auto]"""Interfața interactivă oferă informații de la butoane Resurse, grupuri, minimap și de acțiune.

Utilizați meniul de opțiuni pentru a regla sensibilitatea tactil ecran.""",[i2auto]"""อินเตอร์เฟซแบบโต้ตอบให้ข้อมูลจากแหล่งข้อมูลกลุ่ม minimap และปุ่มการกระทำ

ใช้เมนูตัวเลือกในการปรับความรู้สึกสัมผัสหน้าจอ""",[i2auto]"""La interfaz interactiva proporciona información de recursos, grupos, minimapa y botones de acción.

Use el menú de opciones para ajustar la sensibilidad táctil de la pantalla.""",[i2auto]"""Interaktif arayüz kaynakları, gruplar, Minimap ve eylem düğmeleri bilgi sağlar.

Ekran dokunmatik hassasiyetini ayarlamak için seçenekler menüsünü kullanın.""",[i2auto]"""Giao diện tương tác cung cấp thông tin từ các nút nguồn, nhóm, minimap và hành động.

Sử dụng trình đơn tùy chọn để điều chỉnh màn hình cảm ứng nhạy cảm.""",[i2auto]"""Interaktywny interfejs dostarcza informacji z zasobów, grup, minimapie i działania przycisków.

Użyj menu opcji, aby dostosować ekran dotykowy wrażliwość.""",[i2auto]"""وتوفر واجهة تفاعلية المعلومات من الموارد والجماعات ومصغره والعمل الأزرار.

استخدام قائمة الخيارات لضبط حساسية الشاشة التي تعمل باللمس.""",[i2auto]"""Interaktivní rozhraní poskytuje informace ze zdrojů, skupin, minimapě a akčních tlačítek.

Pomocí nabídky možností nastavit citlivost dotykové obrazovky.""","A interface interativa fornece informações sobre seus recursos, grupos, minimap e botões de ação.

você pode experimentar o menu de opções e objetivos antes de passar adiante!"
Tutorial/text113,Text,,"This is your gold indicator, it shows the disposable amount of gold to be spend on units, buildings and upgrades. 

You receive gold every time one of your units bring gold to your Tribe Center or Depot.",[i2auto]"""Ceci est votre indicateur de l'or, il montre la quantité d'or disponible pour être dépenser sur des unités, des bâtiments et des mises à niveau.

Vous recevez l'or à chaque fois que l'une de vos unités apporter de l'or à votre Centre de tribu ou de dépôt.""",[i2auto]"""Это ваш индикатор золото, он показывает одноразовый количество золота, чтобы быть тратят на единицы, зданий и апгрейдов.

Вы получаете золото каждый раз, когда один из ваших юнитов, принесут золото в вашем племени центра или склада.""",[i2auto]"""Das ist Ihre Goldanzeige, sie den Einweg Menge Gold auf Einheiten, Gebäude und Upgrades zu verbringen zeigt.

Sie erhalten Gold jedes Mal, wenn einer Ihrer Einheiten bringen Gold, um deinen Stamm Center oder Depot.""",[i2auto]"""이것은이 될 유닛, 건물 및 업그레이드에 지출하는 금의 처분 할 수있는 양을 보여줍니다, 당신의 금 지표이다.

당신은 금 당신의 유닛 중 하나가 부족 센터 또는 보관에 금을 가져올 때마다받을 수 있습니다.""",[i2auto]"""这是你的金指标，它显示了黄金的可支配金额是花费在单位，建筑和升级。

您会收到金每次你的单位之一，将黄金的部落中心或仓库。""",[i2auto]"""Ini adalah indikator emas Anda, itu menunjukkan jumlah pakai emas menjadi dibelanjakan pada unit, bangunan dan upgrade.

Anda menerima emas setiap kali salah satu unit Anda membawa emas untuk Anda Tribe Center atau Depot.""","Questo è il vostro indicatore d'oro, che mostra la quantità disponibile di oro per essere spendere per unità, edifici e potenziamenti.",[i2auto]"""これは、ユニット、建物やアップグレードに費やすす​​る金の使い捨て量を示し、あなたの金の指標です。

あなたはあなたのユニットのいずれかがあなたの部族センターまたはデポに金を持って来るたびに金を受けます。""",[i2auto]"""این شاخص طلا خود را است، آن را نشان می دهد یک بار مصرف از طلا به واحد، ساختمان ها و ارتقاء صرف شود.

شما طلا در هر زمان یکی از واحدهای خود را طلا به مرکز اتحاد خود را و یا انبار دریافت خواهید کرد.""",[i2auto]"""Aceasta este indicator ta de aur, se arată cantitatea de unică folosință de aur pentru a fi cheltuiți pe unități, clădiri și upgrade-uri.
